REF_AREA;MEASURE;UNIT_MEASURE;MEASURE_PRINCIPLE;ACCOUNTING_ENTRY;TYPE_ENTITY;FDI_COMP;SECTOR;COUNTERPART_AREA;LEVEL_COUNTERPART;ACTIVITY;FREQ;FDI_COLLECTION_ID;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MULT;CURRENCY;DECIMALS
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C;A;CTRY_IND;2023;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;G;A;CTRY_IND;2023;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;J;A;CTRY_IND;2023;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;N;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;D;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;K;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;E;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;R;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;G;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;F;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;A_B;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;I;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;S;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;M;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;L;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;GTU;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;Q;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;H;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;_X;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;_T;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C19T22;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;J;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2023;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2023;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;26.628.708.910.035;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;G;A;CTRY_IND;2023;69.930.317.906.574;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;M;A;CTRY_IND;2023;24.363.418.036.332;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;A_B;A;CTRY_IND;2023;-27.982.266.435.986;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2023;13.469.026.816.609;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2023;41.469.700.475.779;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2023;32.689.662.629.758;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;N;A;CTRY_IND;2023;19.211.353.806.228;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;51.848.831.098.616;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;S;A;CTRY_IND;2023;2.051.589.532.872;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2023;18.060.247.621.107;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;34.694.183.607.266;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;F;A;CTRY_IND;2023;32.207.396.193.772;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;_X;A;CTRY_IND;2023;-95.935.316.825.262;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;R;A;CTRY_IND;2023;-28.266.544.117.647;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;D;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C19T22;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;A_B;A;CTRY_IND;2024;48.430.564.568.462;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;_T;A;CTRY_IND;2024;2.916.246.917.586;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;28.429.473.285.745;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;E;A;CTRY_IND;2024;72.420.507.246.377;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;Q;A;CTRY_IND;2024;-24.875.296.344.365;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2024;6.415.130.975.557;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;I;A;CTRY_IND;2024;-12.353.450.140.601;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;R;A;CTRY_IND;2024;-10.494.808.998.486;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;_X;A;CTRY_IND;2024;-0.00044354315916;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;F;A;CTRY_IND;2024;22.285.204.412.719;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;40.076.142.115.509;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2024;18.225.967.986.156;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;J;A;CTRY_IND;2024;21.179.147.739.563;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;13.771.393.034.826;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;G;A;CTRY_IND;2024;65.974.063.378.758;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;17.032.445.381.787;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2024;18.791.686.134.545;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DI;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2024;0;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;79.115.294.181.268;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;N;A;CTRY_IND;2024;24.733.722.690.893;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;Q;A;CTRY_IND;2024;-47.371.837.551.374;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2024;15.331.635.301.752;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;G;A;CTRY_IND;2024;33.874.886.437.378;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2024;51.252.975.340.688;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2023;73.090.627.382.014;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2023;10.257.407.329.646;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2023;39.657.014.891.168;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2023;10.155.727.758.439;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2023;37.609.381.372.054;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2023;13.515.187.596.837;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;_X;A;CTRY_IND;2024;58.654.397.228.732;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2024;17.835.293.519.467;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2024;10.460.593.226.215;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2024;42.340.849.196.083;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;18.884.102.385.306;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2024;13.039.574.167.144;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2024;40.119.704.410.402;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2024;10.399.958.531.349;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2024;37.680.290.571.099;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2024;10.538.487.596.053;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2024;72.351.563.031.358;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;11.373.195.403.847;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2024;64.087.112.560.313;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_X;A;CTRY_IND;2023;6.969.751.013.657;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2023;4.234.217.446.787;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2023;27.138.512.847.485;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2023;17.814.897.716.185;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;44.080.915.348.159;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2023;93.475.308.189.467;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;G;A;CTRY_IND;2023;68.120.765.575.302;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2023;1.703.338.716.255;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2023;58.936.392.797.181;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;89.467.845.168.288;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2023;25.979.743.939.943;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;Q;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;P;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;M;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;R;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_T;A;CTRY_IND;2023;41.383.085.858.906;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;_T;A;CTRY_IND;2024;38.014.655.338.065;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;A_B;A;CTRY_IND;2024;92.596.895.001.773;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;L;A;CTRY_IND;2024;22.637.993.868.186;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;J;A;CTRY_IND;2024;43.748.890.152.318;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2024;28.981.938.025.498;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2024;21.946.160.088.801;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;19.616.613.741.311;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;89.586.891.680.319;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;H;A;CTRY_IND;2024;24.885.877.349.202;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;K;A;CTRY_IND;2024;15.586.560.195.246;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;F;A;CTRY_IND;2023;1.550.142.591.674;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;GTU;A;CTRY_IND;2023;31.305.263.614.889;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C;A;CTRY_IND;2024;79.458.358.673.452;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;ALL;D;S1;W;IMC;C10T12;A;CTRY_IND;2024;-34.940.572.386.237;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2023;;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;F;A;CTRY_IND;2024;93.041.963.011.032;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2024;36.748.312.783.907;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C29_30;A;CTRY_IND;2024;15.320.343.932.511;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;I;A;CTRY_IND;2024;1.941.358.425.265;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;46.043.500.973.394;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;_X;A;CTRY_IND;2023;65.247.621.107.235;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C19T22;A;CTRY_IND;2023;25.050.377.378.893;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;D;A;CTRY_IND;2023;-12.028.028.762.976;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;S;A;CTRY_IND;2023;-39.641.002.378.893;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;P;A;CTRY_IND;2023;2.026.384.083.045;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;I;A;CTRY_IND;2023;22.463.775.951.557;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2023;28.500.952.638.408;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C29_30;A;CTRY_IND;2023;11.870.469.290.657;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C24T28X27;A;CTRY_IND;2023;24.007.924.956.747;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;F;A;CTRY_IND;2023;-19.132.785.467.128;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;GTU;A;CTRY_IND;2023;32.090.555.795.848;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;J;A;CTRY_IND;2023;-31.780.926.686.851;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;H;A;CTRY_IND;2023;60.994.376.081.315;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;G;A;CTRY_IND;2023;42.672.447.015.571;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C;A;CTRY_IND;2023;11.342.026.384.083;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;Q;A;CTRY_IND;2023;-35.676.902.032.872;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;N;A;CTRY_IND;2023;37.896.842.560.554;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;O_T_U;A;CTRY_IND;2023;-29.411.764.705.882;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2023;21.085.587.153.979;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2023;14.414.174.956.747;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2023;49.002.053.416.955;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;M;A;CTRY_IND;2023;49.781.519.247.405;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;_T;A;CTRY_IND;2023;42.349.903.762.976;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;M;A;CTRY_IND;2024;17.315.855.505.083;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;L;A;CTRY_IND;2024;45.983.993.078.088;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;C13T18X15;A;CTRY_IND;2024;96.745.726.800.779;A;6;USD;2
ITA;T_D4P_F;USD_EXC;DO;NET_FDI;ROU;D;S1;W;IMC;K;A;CTRY_IND;2024;19.924.861.561.756;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;S;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;R;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;Q;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;I;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C15_23_27_31T33;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;C19T22;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;D;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;O_T_U;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;E;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DO;NET_FDI;ALL;D;S1;W;IMC;N;A;CTRY_IND;2024;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;J;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C10T12;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;C;A;CTRY_IND;2023;;A;6;USD;2
JPN;T_D4P_F;USD_EXC;DI;NET_FDI;RSP;D;S1;W;IMC;P;A;CTRY_IND;2023;;A;6;USD;2
